stop_id,stop_name,stop_desc,stop_lat,stop_lon
552303,"147 AV /230 PL","147 AV  & 230 PL",  40.657979, -73.751166
552304,"147 AV /228 ST","147 AV  & 228 ST",  40.658356, -73.754126
552305,"147 AV /228 ST","147 AV  & 228 ST",  40.658140, -73.753787
552306,"147 AV /225 ST","147 AV  & 225 ST",  40.658978, -73.756477
552307,"147 AV /225 ST","147 AV  & 225 ST",  40.658830, -73.756429
552308,"147 AV /222 ST","147 AV  & 222 ST",  40.659413, -73.759512
552309,"147 AV /184 ST","147 AV  & 184 ST",  40.659827, -73.763831
552310,"147 AV /182 ST","147 AV  & 182 ST",  40.660057, -73.765488
552311,"147 AV /182 ST","147 AV  & 182 ST",  40.659909, -73.765453
552312,"147 AV /GUY R BREWER BL","147 AV  & GUY R BREWER BL",  40.660428, -73.767859
552313,"147 AV /GUY R BREWER BL","147 AV  & GUY R BREWER BL",  40.660255, -73.767710
552314,"GUY R BREWER BL /146 DR","GUY R BREWER BL  & 146 DR",  40.661671, -73.768076
552315,"GUY R BREWER BL /FARMERS BL","GUY R BREWER BL  & FARMERS BL",  40.663970, -73.768465
552316,"GUY R BREWER BL /145 RD","GUY R BREWER BL  & 145 RD",  40.666407, -73.770211
552317,"GUY R BREWER BL /145 AV","GUY R BREWER BL  & 145 AV",  40.665786, -73.769981
552318,"GUY R BREWER BL /144 AV","GUY R BREWER BL  & 144 AV",  40.669369, -73.772492
552319,"GUY R BREWER BL /144 AV","GUY R BREWER BL  & 144 AV",  40.668729, -73.772236
552320,"GUY R BREWER BL /140 AV","GUY R BREWER BL  & 140 AV",  40.670904, -73.773689
552321,"GUY R BREWER BL /140 AV","GUY R BREWER BL  & 140 AV",  40.670563, -73.773654
552322,"GUY R BREWER BL /137 AV","GUY R BREWER BL  & 137 AV",  40.672192, -73.774503
552323,"GUY R BREWER BL /137 AV","GUY R BREWER BL  & 137 AV",  40.671623, -73.774489
552324,"GUY R BREWER BL /134 AV","GUY R BREWER BL  & 134 AV",  40.673635, -73.775642
552325,"GUY R BREWER BL /134 AV","GUY R BREWER BL  & 134 AV",  40.673241, -73.775745
552326,"GUY R BREWER BL /132 AV","GUY R BREWER BL  & 132 AV",  40.674639, -73.776418
552327,"GUY R BREWER BL /132 AV","GUY R BREWER BL  & 132 AV",  40.674399, -73.776615
552328,"GUY R BREWER BL /130 AV","GUY R BREWER BL  & 130 AV",  40.676756, -73.778004
552329,"GUY R BREWER BL /130 AV","GUY R BREWER BL  & 130 AV",  40.676440, -73.778158
552330,"GUY R BREWER BL /BAISLEY BL","GUY R BREWER BL  & BAISLEY BL",  40.678566, -73.779530
552331,"GUY R BREWER BL /BAISLEY BL","GUY R BREWER BL  & BAISLEY BL",  40.678201, -73.779494
552332,"GUY R BREWER BL /120 AV","GUY R BREWER BL  & 120 AV",  40.681129, -73.781048
552333,"GUY R BREWER BL /120 AV","GUY R BREWER BL  & 120 AV",  40.680391, -73.780835
552334,"GUY R BREWER BL /119 AV","GUY R BREWER BL  & 119 AV",  40.682754, -73.782011
552335,"GUY R BREWER BL /119 AV","GUY R BREWER BL  & 119 AV",  40.682272, -73.781929
552336,"GUY R BREWER BL /FOCH BL","GUY R BREWER BL  & FOCH BL",  40.684467, -73.783005
552337,"GUY R BREWER BL /FOCH BL","GUY R BREWER BL  & FOCH BL",  40.684143, -73.783031
552338,"GUY R BREWER BL /116 AV","GUY R BREWER BL  & 116 AV",  40.686835, -73.784402
552339,"GUY R BREWER BL /116 AV","GUY R BREWER BL  & 116 AV",  40.686256, -73.784284
552340,"GUY R BREWER BL /115 AV","GUY R BREWER BL  & 115 AV",  40.687713, -73.784932
552341,"GUY R BREWER BL /115 AV","GUY R BREWER BL  & 115 AV",  40.687577, -73.785057
552342,"GUY R BREWER BL /SAYRES AV","GUY R BREWER BL  & SAYRES AV",  40.689516, -73.785983
552343,"GUY R BREWER BL /MATHIAS AV","GUY R BREWER BL  & MATHIAS AV",  40.691007, -73.787054
552344,"GUY R BREWER BL /110 RD","GUY R BREWER BL  & 110 RD",  40.692561, -73.788188
552345,"GUY R BREWER BL /BRINKERHOFF AV","GUY R BREWER BL  & BRINKERHOFF AV",  40.693588, -73.788932
552346,"GUY R BREWER BL /BRINKERHOFF AV","GUY R BREWER BL  & BRINKERHOFF AV",  40.693265, -73.788925
552347,"GUY R BREWER BL /109 AV","GUY R BREWER BL  & 109 AV",  40.695166, -73.790091
552348,"GUY R BREWER BL /109 AV","GUY R BREWER BL  & 109 AV",  40.694833, -73.790073
552349,"GUY R BREWER BL /108 AV","GUY R BREWER BL  & 108 AV",  40.696772, -73.791257
552350,"GUY R BREWER BL /108 AV","GUY R BREWER BL  & 108 AV",  40.696434, -73.791232
552351,"GUY R BREWER BL /107 AV","GUY R BREWER BL  & 107 AV",  40.698340, -73.792423
552352,"GUY R BREWER BL /107 AV","GUY R BREWER BL  & 107 AV",  40.698007, -73.792411
552353,"GUY R BREWER BL /TUSKEGEE AIRMEN WAY","GUY R BREWER BL  & TUSKEGEE AIRMEN WAY",  40.699961, -73.793621
552354,"GUY R BREWER BL/TUSKEGEE AIRMEN WAY","GUY R BREWER BL & TUSKEGEE AIRMEN WAY",  40.699599, -73.793590
552355,"GUY R BREWER BL /LIBERTY AV","GUY R BREWER BL  & LIBERTY AV",  40.700927, -73.794296
552356,"GUY R BREWER BL /LIBERTY AV","GUY R BREWER BL  & LIBERTY AV",  40.701425, -73.794898
552357,"GUY R BREWER BL /ARCHER AV","GUY R BREWER BL  & ARCHER AV",  40.703193, -73.795858
552358,"GUY R BREWER BL /ARCHER AV","GUY R BREWER BL  & ARCHER AV",  40.703099, -73.796108
552363,"PARSONS BL /88 AV","PARSONS BL  & 88 AV",  40.706813, -73.802355
552364,"PARSONS BL /89 AV","PARSONS BL  & 89 AV",  40.705864, -73.801776
552365,"PARSONS BL /88 AV","PARSONS BL  & 88 AV",  40.706429, -73.802242
552366,"GUY R BREWER BL /CLAUDE AV","GUY R BREWER BL  & CLAUDE AV",  40.691282, -73.787476
552367,"GUY R BREWER BL /LINDEN BL","GUY R BREWER BL  & LINDEN BL",  40.688753, -73.785751
552368,"GUY R BREWER BL /FARMERS BLVD","GUY R BREWER BL  & FARMERS BLVD",  40.664110, -73.768713
552369,"GUY R BREWER BL /146 DR","GUY R BREWER BL  & 146 DR",  40.661870, -73.768293
552370,"147 AV /SPRINGFIELD LA","147 AV  & SPRINGFIELD LA",  40.659289, -73.759565
552371,"147 AV /230 ST","147 AV  & 230 ST",  40.657919, -73.751833
552372,"147 AV /231 ST","147 AV  & 231 ST",  40.657679, -73.749803
552373,"147 AV /235 ST","147 AV  & 235 ST",  40.657400, -73.745932
552374,"147 AV /EDGEWOOD ST","147 AV  & EDGEWOOD ST",  40.657226, -73.743074
552376,"BROOKFIELD RD /HOLIDAY CT","BROOKFIELD RD  & HOLIDAY CT",  40.649970, -73.708766
552377,"LIBERTY AV /102 ST","LIBERTY AV  & 102 ST",  40.681321, -73.838820
552378,"LIBERTY AV /104 ST","LIBERTY AV  & 104 ST",  40.682029, -73.836716
552379,"LIBERTY AV /106 ST","LIBERTY AV  & 106 ST",  40.682904, -73.835064
552380,"LIBERTY AV /108 ST","LIBERTY AV  & 108 ST",  40.683696, -73.833489
552381,"LIBERTY AV /110 ST","LIBERTY AV  & 110 ST",  40.684369, -73.831837
552382,"LIBERTY AV /111 ST","LIBERTY AV  & 111 ST",  40.684771, -73.830840
552383,"LIBERTY AV /111 ST","LIBERTY AV  & 111 ST",  40.684736, -73.831369
552384,"LIBERTY AV /113 ST","LIBERTY AV  & 113 ST",  40.685432, -73.829187
552385,"LIBERTY AV /113 ST","LIBERTY AV  & 113 ST",  40.685398, -73.829702
552386,"LIBERTY AV /116 ST","LIBERTY AV  & 116 ST",  40.685808, -73.826617
552388,"LIBERTY AV /LEFFERTS BL","LIBERTY AV  & LEFFERTS BL",  40.686132, -73.824986
552389,"LIBERTY AV /121 ST","LIBERTY AV  & 121 ST",  40.686915, -73.822161
552390,"LIBERTY AV /121 ST","LIBERTY AV  & 121 ST",  40.687034, -73.822472
552391,"LIBERTY AV /123 ST","LIBERTY AV  & 123 ST",  40.687553, -73.820540
552392,"LIBERTY AV /126 ST","LIBERTY AV  & 126 ST",  40.688273, -73.818732
552393,"LIBERTY AV /128 ST","LIBERTY AV  & 128 ST",  40.688839, -73.817220
552394,"LIBERTY AV /130 ST","LIBERTY AV  & 130 ST",  40.689489, -73.815614
552395,"LIBERTY AV /132 ST","LIBERTY AV  & 132 ST",  40.690423, -73.814132
552396,"LIBERTY AV /132 ST","LIBERTY AV  & 132 ST",  40.690766, -73.814022
552397,"LIBERTY AV /134 ST","LIBERTY AV  & 134 ST",  40.691239, -73.812869
552398,"LIBERTY AV /134 ST","LIBERTY AV  & 134 ST",  40.691570, -73.812541
552399,"WALTHAM ST /105 AV","WALTHAM ST  & 105 AV",  40.694971, -73.804791
552400,"WALTHAM ST/TUSKEGEE AIRMEN WAY","WALTHAM ST & TUSKEGEE AIRMEN WAY",  40.693878, -73.803206
552401,"TUSKEGEE AIRMEN WAY/SUTPHIN BL","TUSKEGEE AIRMEN WAY & SUTPHIN BL",  40.694362, -73.802177
552402,"TUSKEGEE AIRMEN WAY/SUTPHIN BL","TUSKEGEE AIRMEN WAY & SUTPHIN BL",  40.694765, -73.802036
552403,"TUSKEGEE AIRMEN WAY/153 ST","TUSKEGEE AIRMEN WAY & 153 ST",  40.695911, -73.800303
552404,"TUSKEGEE AIRMEN WAY/154 ST","TUSKEGEE AIRMEN WAY & 154 ST",  40.696468, -73.799913
552405,"TUSKEGEE AIRMEN WAY/155 ST","TUSKEGEE AIRMEN WAY & 155 ST",  40.696940, -73.798945
552406,"TUSKEGEE AIRMEN WAY/156 ST","TUSKEGEE AIRMEN WAY & 156 ST",  40.697556, -73.798617
552407,"TUSKEGEE AIRMEN WAY/157 ST","TUSKEGEE AIRMEN WAY & 157 ST",  40.698300, -73.797166
552408,"TUSKEGEE AIRMEN WAY /160 ST","TUSKEGEE AIRMEN WAY  & 160 ST",  40.699056, -73.795388
552409,"ARCHER AV /160 ST","ARCHER AV  & 160 ST",  40.702714, -73.798478
552410,"TUSKEGEE AIRMEN WAY/GUY R BREWER BL","TUSKEGEE AIRMEN WAY & GUY R BREWER BL",  40.699669, -73.794047
552411,"TUSKEGEE AIRMEN WAY/159 ST","TUSKEGEE AIRMEN WAY & 159 ST",  40.698868, -73.796386
552412,"TUSKEGEE AIRMEN WAY/150 ST","TUSKEGEE AIRMEN WAY & 150 ST",  40.695557, -73.801099
552413,"WALTHAM ST /106 AV","WALTHAM ST  & 106 AV",  40.694352, -73.803516
552414,"WALTHAM ST /LIBERTY AV","WALTHAM ST  & LIBERTY AV",  40.695410, -73.805070
552415,"LIBERTY AV /127 ST","LIBERTY AV  & 127 ST",  40.688781, -73.817967
552416,"LIBERTY AV /125 ST","LIBERTY AV  & 125 ST",  40.688285, -73.819199
552417,"LIBERTY AV /124 ST","LIBERTY AV  & 124 ST",  40.687825, -73.820446
552418,"LIBERTY AV /117 ST","LIBERTY AV  & 117 ST",  40.685985, -73.826181
552419,"LIBERTY AV /115 ST","LIBERTY AV  & 115 ST",  40.685798, -73.827987
552420,"LIBERTY AV /109 ST","LIBERTY AV  & 109 ST",  40.684122, -73.833021
552421,"LIBERTY AV /107 ST","LIBERTY AV  & 107 ST",  40.683402, -73.834611
552422,"LIBERTY AV /105 ST","LIBERTY AV  & 105 ST",  40.682396, -73.836389
552423,"LIBERTY AV /103 ST","LIBERTY AV  & 103 ST",  40.681688, -73.838041
552424,"LIBERTY AV /101 ST","LIBERTY AV  & 101 ST",  40.681393, -73.839365
552426,"SEAGIRT BL /BEACH 19 ST","SEAGIRT BL  & BEACH 19 ST",  40.594979, -73.753290
552427,"SEAGIRT BL /BEACH 17 ST","SEAGIRT BL  & BEACH 17 ST",  40.594980, -73.751338
552429,"SEAGIRT AV/BEACH 9 ST","SEAGIRT AV & BEACH 9 ST",  40.596020, -73.744171
552430,"BEACH 9 ST /SEAGIRT BL","BEACH 9 ST  & SEAGIRT BL",  40.596771, -73.744152
552431,"BEACH 9 ST /JARVIS AV","BEACH 9 ST  & JARVIS AV",  40.598078, -73.744491
552432,"BEACH 9 ST /LANETT AV","BEACH 9 ST  & LANETT AV",  40.599271, -73.744730
552433,"BEACH 9 ST /CAFFERY AV","BEACH 9 ST  & CAFFERY AV",  40.601927, -73.745296
552434,"SEAGIRT BL /BEACH 17 ST","SEAGIRT BL  & BEACH 17 ST",  40.595319, -73.751469
552435,"SEAGIRT BL /BEACH 14 ST","SEAGIRT BL  & BEACH 14 ST",  40.595446, -73.748441
552436,"BEACH 9 ST /SEAGIRT BL","BEACH 9 ST  & SEAGIRT BL",  40.596748, -73.744340
552437,"BEACH 9 ST /CAFFERY AV","BEACH 9 ST  & CAFFERY AV",  40.601823, -73.745471
552439,"BEACH 9 ST /CORNAGA AV","BEACH 9 ST  & CORNAGA AV",  40.603245, -73.745835
552440,"CORNAGA AV /ROSE ST","CORNAGA AV  & ROSE ST",  40.603393, -73.746378
552441,"CORNAGA AV /NEILSON ST","CORNAGA AV  & NEILSON ST",  40.603110, -73.747780
552442,"CORNAGA AV /MOTT AV","CORNAGA AV  & MOTT AV",  40.602690, -73.749702
552443,"CORNAGA AV /MOTT AV","CORNAGA AV  & MOTT AV",  40.602666, -73.749209
552445,"MOTT AV /CENTRAL AV","MOTT AV  & CENTRAL AV",  40.604270, -73.752724
552446,"MOTT AV /REDFERN AV","MOTT AV  & REDFERN AV",  40.605156, -73.754590
552448,"BEACH CHANNEL DR /NAMEOKE ST","BEACH CHANNEL DR  & NAMEOKE ST",  40.608053, -73.754054
552449,"BEACH CHANNEL DR /HASSOCK ST","BEACH CHANNEL DR  & HASSOCK ST",  40.609692, -73.753579
552450,"BEACH CHANNEL DR /HASSOCK ST","BEACH CHANNEL DR  & HASSOCK ST",  40.609636, -73.753780
552451,"SHERIDAN BL /CARVEL PL","SHERIDAN BL  & CARVEL PL",  40.612179, -73.753057
552452,"SHERIDAN BL /CARVEL PL","SHERIDAN BL  & CARVEL PL",  40.612195, -73.753258
552453,"BAYVIEW AV /SHERIDAN BL","BAYVIEW AV  & SHERIDAN BL",  40.614414, -73.752467
552454,"BAYVIEW AV /ST. GEORGE PL","BAYVIEW AV  & ST. GEORGE PL",  40.614105, -73.750698
552455,"BAYVIEW AV /MONROE ST","BAYVIEW AV  & MONROE ST",  40.613862, -73.748571
552456,"BAYVIEW AV /DOUGHTY BL","BAYVIEW AV  & DOUGHTY BL",  40.613919, -73.746119
552457,"BAYVIEW AV /DOUGHTY BL","BAYVIEW AV  & DOUGHTY BL",  40.614053, -73.746301
552463,"MOTT AV /LAWRENCE AV","MOTT AV  & LAWRENCE AV",  40.618313, -73.737100
552464,"MOTT AV /LAWRENCE AV","MOTT AV  & LAWRENCE AV",  40.618445, -73.737178
552465,"MOTT AV /ALLEN ST","MOTT AV  & ALLEN ST",  40.618680, -73.734946
552466,"MOTT AV /ROCKAWAY TPK","MOTT AV  & ROCKAWAY TPK",  40.619470, -73.732359
552467,"MOTT AV /ROCKAWAY TPK","MOTT AV  & ROCKAWAY TPK",  40.619561, -73.732591
552468,"ROCKAWAY TPK /PACIFIC ST","ROCKAWAY TPK  & PACIFIC ST",  40.621059, -73.733141
552469,"ROCKAWAY TPK /LIVINGSTON PL","ROCKAWAY TPK  & LIVINGSTON PL",  40.622525, -73.734061
552470,"ROCKAWAY TPK /W BROADWAY","ROCKAWAY TPK  & W BROADWAY",  40.623800, -73.734838
552471,"ROCKAWAY TPK /RUGBY RD","ROCKAWAY TPK  & RUGBY RD",  40.626612, -73.736404
552472,"ROCKAWAY TPK /PENINSULA BL","ROCKAWAY TPK  & PENINSULA BL",  40.628405, -73.737110
552473,"ROCKAWAY TPK /PENINSULA BL","ROCKAWAY TPK  & PENINSULA BL",  40.628244, -73.737261
552474,"ROCKAWAY TPK /REYEM DR","ROCKAWAY TPK  & REYEM DR",  40.631960, -73.738485
552475,"ROCKAWAY TPK /5 TOWNS SHOPPING CTR","ROCKAWAY TPK  & 5 TOWNS SHOPPING CTR",  40.637483, -73.740657
552481,"ROCKAWAY BL/BROOKVILLE BL","ROCKAWAY BL & BROOKVILLE BL",  40.639732, -73.742669
552482,"ROCKAWAY TPK /MEYER AV","ROCKAWAY TPK  & MEYER AV",  40.635897, -73.740393
552483,"ROCKAWAY TPK /COSTCO","ROCKAWAY TPK  & COSTCO",  40.632068, -73.738916
552484,"ROCKAWAY TPK /BUENA VISTA AV","ROCKAWAY TPK  & BUENA VISTA AV",  40.625347, -73.736053
552485,"ROCKAWAY TPK /BURNSIDE AV","ROCKAWAY TPK  & BURNSIDE AV",  40.624029, -73.735201
552486,"ROCKAWAY TPK /PEARL ST","ROCKAWAY TPK  & PEARL ST",  40.622421, -73.734206
552487,"ROCKAWAY TPK /PACIFIC AV","ROCKAWAY TPK  & PACIFIC AV",  40.620697, -73.733131
552488,"MOTT AV /BERNARD ST","MOTT AV  & BERNARD ST",  40.618757, -73.735228
552495,"BAYVIEW AV /JEANETTE AV","BAYVIEW AV  & JEANETTE AV",  40.614060, -73.749391
552496,"SHERIDAN BL /BAYVIEW AV","SHERIDAN BL  & BAYVIEW AV",  40.614363, -73.752793
552500,"MOTT AV /BEACH 20 ST","MOTT AV  & BEACH 20 ST",  40.604060, -73.752675
552501,"BEACH 9 ST /MEEHAM AV","BEACH 9 ST  & MEEHAM AV",  40.598012, -73.744666
552502,"SEAGIRT BL /BEACH 20 ST","SEAGIRT BL  & BEACH 20 ST",  40.595383, -73.754744
552503,"WHITESTONE EXP/LINDEN PL","WHITESTONE EXP & LINDEN PL",  40.771582, -73.833747
552504,"WHITESTONE EXPWY/LINDEN PL","WHITESTONE EXPWY & LINDEN PL",  40.771091, -73.832982
552505,"WHITESTONE EXP E SVC RD/20 AV","WHITESTONE EXP E SVC RD & 20 AV",  40.781917, -73.824456
552506,"WHITESTONE EXPY SVC RD/20 AV","WHITESTONE EXPY SVC RD & 20 AV",  40.781506, -73.825903
552507,"UNION TPK/MAIN ST","UNION TPK & MAIN ST",  40.717653, -73.816790
552508,"UNION TPK/MAIN ST","UNION TPK & MAIN ST",  40.717576, -73.818372
552510,"UNION TPK/PARSONS BL","UNION TPK & PARSONS BL",  40.719789, -73.809114
552511,"UNION TPK/PARSONS BL","UNION TPK & PARSONS BL",  40.720102, -73.808985
552515,"NORTHERN BL/89 ST","NORTHERN BL & 89 ST",  40.756159, -73.878651
552519,"UNION TPK/UTOPIA PKY","UNION TPK & UTOPIA PKY",  40.725759, -73.791415
552520,"UNION TPK/UTOPIA PKY","UNION TPK & UTOPIA PKY",  40.725883, -73.792082
552521,"UNION TPK/CHEVY CHASE ST","UNION TPK & CHEVY CHASE ST",  40.728395, -73.783325
552547,"DITMARS BL/37 ST","DITMARS BL & 37 ST",  40.774027, -73.907583
552548,"160 ST/CROSS ISLAND PKY","160 ST & CROSS ISLAND PKY",  40.786683, -73.802335
552549,"166 ST/9 AV","166 ST & 9 AV",  40.792861, -73.797760
552551,"176 ST/ 137 AV","176 ST &  137 AV",  40.673607, -73.765406
552553,"18 AV/212 ST","18 AV & 212 ST",  40.783026, -73.779752
552665,"212 ST/15 AV","212 ST & 15 AV",  40.785408, -73.781506
552667,"26 AV/203 ST","26 AV & 203 ST",  40.774905, -73.788703
552668,"26 AV/204 ST","26 AV & 204 ST",  40.775122, -73.788469
552669,"260 ST/LITTLE NECK PKY","260 ST & LITTLE NECK PKY",  40.752266, -73.720968
552671,"31 RD/138 ST","31 RD & 138 ST",  40.770208, -73.830735
552672,"57 AV/99 ST","57 AV & 99 ST",  40.738386, -73.860313
552678,"69 RD/108 ST","69 RD & 108 ST",  40.724338, -73.845425
552679,"69 RD/QUEENS BL","69 RD & QUEENS BL",  40.723573, -73.847980
552683,"94 ST /97 AV","94 ST  & 97 AV",  40.685546, -73.847576
552708,"CORNAGA AV/BEACH 20 ST","CORNAGA AV & BEACH 20 ST",  40.602353, -73.753546
552709,"CROSS ISLAND PKY/160 ST","CROSS ISLAND PKY & 160 ST",  40.786587, -73.802635
552712,"DOUGLASTON PKY/61 AV","DOUGLASTON PKY & 61 AV",  40.755694, -73.739325
552713,"DOUGLASTON PKY/61 AV","DOUGLASTON PKY & 61 AV",  40.755899, -73.739398
552715,"DOUGLASTON PKY/65 AV","DOUGLASTON PKY & 65 AV",  40.752770, -73.741609
552806,"HOYT AV/23 ST","HOYT AV & 23 ST",  40.774724, -73.922345
552807,"HOYT AV/CRESCENT ST","HOYT AV & CRESCENT ST",  40.773590, -73.921060
552821,"JEWEL AV/QUEENS BL","JEWEL AV & QUEENS BL",  40.723039, -73.846708
